DATA,TOTALE
2015-06-03,58
2015-06-04,64
2015-06-05,90
2015-06-06,77
2015-06-07,64
2015-06-08,65
2015-06-09,71
2015-06-10,64
2015-06-11,50
2015-06-12,62
2015-06-13,71
2015-06-14,66
2015-06-15,60
2015-06-16,52
2015-06-17,60
2015-06-18,73
2015-06-19,59
2015-06-20,47
2015-06-21,42
2015-06-22,60
2015-06-23,65
2015-06-24,49
2015-06-25,63
2015-06-26,67
2015-06-27,45
2015-06-28,66
2015-06-29,50
2015-06-30,59
2015-07-01,56
2015-07-02,64
2015-07-03,72
2015-07-04,62
2015-07-05,59
2015-07-06,79
2015-07-07,74
2015-07-08,72
2015-07-09,64
2015-07-10,57
2015-07-11,74
2015-07-12,58
2015-07-13,61
2015-07-14,63
2015-07-15,70
2015-07-16,63
2015-07-17,61
2015-07-18,63
2015-07-19,78
2015-07-20,91
2015-07-21,66
2015-07-22,84
2015-07-23,73
2015-07-24,63
2015-07-25,88
2015-07-26,70
2015-07-27,68
2015-07-28,80
2015-07-29,55
2015-07-30,61
2015-07-31,65
2015-08-01,75
2015-08-02,59
2015-08-03,72
2015-08-04,72
2015-08-05,68
2015-08-06,72
2015-08-07,71
2015-08-08,61
2015-08-09,61
2015-08-10,69
2015-08-11,60
2015-08-12,73
2015-08-13,56
2015-08-14,72
2015-08-15,79
2015-08-16,46
2015-08-17,72
2015-08-18,55
2015-08-19,61
2015-08-20,74
2015-08-21,74
2015-08-22,59
2015-08-23,65
2015-08-24,58
2015-08-25,58
2015-08-26,69
2015-08-27,76
2015-08-28,84
2015-08-29,57
2015-08-30,61
2015-08-31,65
2015-09-01,64
2015-09-02,60
2015-09-03,53
2015-09-04,60
2015-09-05,49
2015-09-06,62
2015-09-07,66
2015-09-08,66
2015-09-09,43
2015-09-10,47
2015-09-11,61
2015-09-12,53
2015-09-13,46
2015-09-14,74
2015-09-15,73
2015-09-16,60
2015-09-17,61
2015-09-18,63
2015-09-19,50
2015-09-20,53
2015-09-21,48
2015-09-22,66
2015-09-23,46
2015-09-24,59
2015-09-25,62
2015-09-26,68
2015-09-27,87
2015-09-28,64
2015-09-29,73
2015-09-30,69
2015-10-01,63
2015-10-02,75
2015-10-03,69
2015-10-04,59
2015-10-05,46
2015-10-06,61
2015-10-07,70
2015-10-08,72
2015-10-09,71
2015-10-10,54
2015-10-11,73
2015-10-12,64
2015-10-13,63
2015-10-14,61
2015-10-15,62
2015-10-16,53
2015-10-17,60
2015-10-18,58
2015-10-19,64
2015-10-20,75
2015-10-21,70
2015-10-22,67
2015-10-23,59
2015-10-24,63
2015-10-25,68
2015-10-26,80
2015-10-27,64
2015-10-28,78
2015-10-29,74
2015-10-30,80
2015-10-31,63
2015-11-01,64
2015-11-02,62
2015-11-03,73
2015-11-04,70
2015-11-05,66
2015-11-06,71
2015-11-07,58
2015-11-08,53
2015-11-09,68
2015-11-10,79
2015-11-11,74
2015-11-12,60
2015-11-13,59
2015-11-14,59
2015-11-15,66
2015-11-16,67
2015-11-17,68
2015-11-18,56
2015-11-19,60
2015-11-20,65
2015-11-21,64
2015-11-22,50
2015-11-23,57
2015-11-24,65
2015-11-25,89
2015-11-26,77
2015-11-27,60
2015-11-28,60
2015-11-29,61
2015-11-30,56
2015-12-01,68
2015-12-02,66
2015-12-03,53
2015-12-04,80
2015-12-05,64
2015-12-06,71
2015-12-07,78
2015-12-08,64
2015-12-09,91
2015-12-10,65
2015-12-11,78
2015-12-12,67
2015-12-13,82
2015-12-14,59
2015-12-15,65
2015-12-16,66
2015-12-17,91
2015-12-18,69
2015-12-19,52
2015-12-20,48
2015-12-21,63
2015-12-22,73
2015-12-23,58
2015-12-24,74
2015-12-25,71
2015-12-26,72
2015-12-27,58
2015-12-28,87
2015-12-29,74
2015-12-30,69
2015-12-31,72
2016-01-01,87
2016-01-02,79
2016-01-03,67
2016-01-04,71
2016-01-05,90
2016-01-06,92
2016-01-07,74
2016-01-08,75
2016-01-09,81
2016-01-10,64
2016-01-11,95
2016-01-12,75
2016-01-13,91
2016-01-14,78
2016-01-15,82
2016-01-16,66
2016-01-17,53
2016-01-18,69
2016-01-19,84
2016-01-20,68
2016-01-21,75
2016-01-22,80
2016-01-23,86
2016-01-24,66
2016-01-25,67
2016-01-26,81
2016-01-27,66
2016-01-28,73
2016-01-29,86
2016-01-30,73
2016-01-31,83
2016-02-01,76
2016-02-02,72
2016-02-03,62
2016-02-04,81
2016-02-05,66
2016-02-06,53
2016-02-07,78
2016-02-08,90
2016-02-09,77
2016-02-10,71
2016-02-11,88
2016-02-12,79
2016-02-13,68
2016-02-14,66
2016-02-15,72
2016-02-16,77
2016-02-17,76
2016-02-18,76
2016-02-19,65
2016-02-20,67
2016-02-21,78
2016-02-22,82
2016-02-23,76
2016-02-24,68
2016-02-25,62
2016-02-26,93
2016-02-27,66
2016-02-28,65
2016-02-29,81
2016-03-01,61
2016-03-02,74
2016-03-03,88
2016-03-04,83
2016-03-05,72
2016-03-06,68
2016-03-07,69
2016-03-08,72
2016-03-09,81
2016-03-10,77
2016-03-11,66
2016-03-12,72
2016-03-13,69
2016-03-14,56
2016-03-15,80
2016-03-16,69
2016-03-17,67
2016-03-18,70
2016-03-19,68
2016-03-20,75
2016-03-21,72
2016-03-22,77
2016-03-23,67
2016-03-24,74
2016-03-25,63
2016-03-26,61
2016-03-27,67
2016-03-28,61
2016-03-29,59
2016-03-30,79
2016-03-31,60
2016-04-01,60
2016-04-02,74
2016-04-03,68
2016-04-04,84
2016-04-05,57
2016-04-06,66
2016-04-07,57
2016-04-08,82
2016-04-09,55
2016-04-10,74
2016-04-11,88
2016-04-12,74
2016-04-13,72
2016-04-14,66
2016-04-15,60
2016-04-16,66
2016-04-17,61
2016-04-18,71
2016-04-19,65
2016-04-20,78
2016-04-21,63
2016-04-22,54
2016-04-23,71
2016-04-24,61
2016-04-25,52
2016-04-26,59
2016-04-27,67
2016-04-28,60
2016-04-29,55
2016-04-30,85
2016-05-01,58
2016-05-02,65
2016-05-03,61
2016-05-04,64
2016-05-05,70
2016-05-06,60
2016-05-07,74
2016-05-08,66
2016-05-09,69
2016-05-10,69
2016-05-11,60
2016-05-12,60
2016-05-13,63
2016-05-14,52
2016-05-15,61
2016-05-16,52
2016-05-17,69
2016-05-18,56
2016-05-19,56
2016-05-20,72
2016-05-21,67
2016-05-22,73
2016-05-23,53
2016-05-24,66
2016-05-25,73
2016-05-26,63
2016-05-27,78
2016-05-28,74
2016-05-29,62
2016-05-30,60
2016-05-31,71
2016-06-01,67
2016-06-02,45
2016-06-03,60
2016-06-04,62
2016-06-05,56
2016-06-06,58
2016-06-07,86
2016-06-08,75
2016-06-09,57
2016-06-10,68
2016-06-11,46
2016-06-12,45
2016-06-13,58
2016-06-14,50
2016-06-15,59
2016-06-16,66
2016-06-17,73
2016-06-18,51
2016-06-19,67
2016-06-20,49
2016-06-21,59
2016-06-22,62
2016-06-23,84
2016-06-24,58
2016-06-25,62
2016-06-26,76
2016-06-27,65
2016-06-28,67
2016-06-29,66
2016-06-30,66
2016-07-01,61
2016-07-02,53
2016-07-03,74
2016-07-04,65
2016-07-05,69
2016-07-06,62
2016-07-07,54
2016-07-08,70
2016-07-09,63
2016-07-10,55
2016-07-11,58
2016-07-12,71
2016-07-13,65
2016-07-14,60
2016-07-15,61
2016-07-16,52
2016-07-17,61
2016-07-18,58
2016-07-19,65
2016-07-20,58
2016-07-21,67
2016-07-22,64
2016-07-23,57
2016-07-24,59
2016-07-25,56
2016-07-26,65
2016-07-27,79
2016-07-28,54
2016-07-29,72
2016-07-30,69
2016-07-31,64
2016-08-01,60
2016-08-02,54
2016-08-03,65
2016-08-04,54
2016-08-05,76
2016-08-06,58
2016-08-07,50
2016-08-08,56
2016-08-09,56
2016-08-10,45
2016-08-11,46
2016-08-12,76
2016-08-13,58
2016-08-14,58
2016-08-15,62
2016-08-16,55
2016-08-17,70
2016-08-18,54
2016-08-19,54
2016-08-20,74
2016-08-21,87
2016-08-22,65
2016-08-23,65
2016-08-24,69
2016-08-25,61
2016-08-26,74
2016-08-27,62
2016-08-28,70
2016-08-29,59
2016-08-30,37
2016-08-31,62
2016-09-01,60
2016-09-02,55
2016-09-03,60
2016-09-04,40
2016-09-05,67
2016-09-06,62
2016-09-07,68
2016-09-08,59
2016-09-09,56
2016-09-10,76
2016-09-11,54
2016-09-12,72
2016-09-13,70
2016-09-14,59
2016-09-15,52
2016-09-16,73
2016-09-17,52
2016-09-18,44
2016-09-19,64
2016-09-20,56
2016-09-21,49
2016-09-22,71
2016-09-23,65
2016-09-24,49
2016-09-25,61
2016-09-26,66
2016-09-27,58
2016-09-28,67
2016-09-29,47
2016-09-30,55
2016-10-01,70
2016-10-02,66
2016-10-03,67
2016-10-04,57
2016-10-05,66
2016-10-06,55
2016-10-07,52
2016-10-08,60
2016-10-09,63
2016-10-10,68
2016-10-11,62
2016-10-12,64
2016-10-13,64
2016-10-14,66
2016-10-15,64
2016-10-16,63
2016-10-17,54
2016-10-18,56
2016-10-19,72
2016-10-20,72
2016-10-21,61
2016-10-22,57
2016-10-23,52
2016-10-24,54
2016-10-25,57
2016-10-26,59
2016-10-27,75
2016-10-28,74
2016-10-29,72
2016-10-30,77
2016-10-31,59
2016-11-01,53
2016-11-02,75
2016-11-03,67
2016-11-04,65
2016-11-05,80
2016-11-06,65
2016-11-07,75
2016-11-08,76
2016-11-09,67
2016-11-10,67
2016-11-11,69
2016-11-12,62
2016-11-13,62
2016-11-14,77
2016-11-15,63
2016-11-16,80
2016-11-17,76
2016-11-18,67
2016-11-19,73
2016-11-20,60
2016-11-21,80
2016-11-22,53
2016-11-23,59
2016-11-24,77
2016-11-25,78
2016-11-26,67
2016-11-27,62
2016-11-28,61
2016-11-29,72
2016-11-30,73
2016-12-01,64
2016-12-02,70
2016-12-03,75
2016-12-04,52
2016-12-05,63
2016-12-06,62
2016-12-07,67
2016-12-08,61
2016-12-09,81
2016-12-10,62
2016-12-11,77
2016-12-12,69
2016-12-13,71
2016-12-14,81
2016-12-15,66
2016-12-16,74
2016-12-17,65
2016-12-18,59
2016-12-19,70
2016-12-20,81
2016-12-21,92
2016-12-22,76
2016-12-23,73
2016-12-24,83
2016-12-25,66
2016-12-26,73
2016-12-27,87
2016-12-28,86
2016-12-29,82
2016-12-30,100
2016-12-31,84
2017-01-01,101
2017-01-02,84
2017-01-03,101
2017-01-04,102
2017-01-05,94
2017-01-06,108
2017-01-07,89
2017-01-08,108
2017-01-09,114
2017-01-10,112
2017-01-11,83
2017-01-12,108
2017-01-13,122
2017-01-14,103
2017-01-15,100
2017-01-16,99
2017-01-17,100
2017-01-18,89
2017-01-19,100
2017-01-20,103
2017-01-21,86
2017-01-22,74
2017-01-23,115
2017-01-24,95
2017-01-25,91
2017-01-26,88
2017-01-27,89
2017-01-28,99
2017-01-29,107
2017-01-30,97
2017-01-31,88
2017-02-01,94
2017-02-02,88
2017-02-03,112
2017-02-04,68
2017-02-05,79
2017-02-06,65
2017-02-07,80
2017-02-08,84
2017-02-09,89
2017-02-10,82
2017-02-11,80
2017-02-12,76
2017-02-13,78
2017-02-14,91
2017-02-15,82
2017-02-16,83
2017-02-17,102
2017-02-18,77
2017-02-19,80
2017-02-20,70
2017-02-21,67
2017-02-22,89
2017-02-23,71
2017-02-24,73
2017-02-25,94
2017-02-26,71
2017-02-27,73
2017-02-28,76
2017-03-01,76
2017-03-02,76
2017-03-03,69
2017-03-04,64
2017-03-05,79
2017-03-06,97
2017-03-07,92
2017-03-08,60
2017-03-09,63
2017-03-10,77
2017-03-11,86
2017-03-12,71
2017-03-13,88
2017-03-14,73
2017-03-15,77
2017-03-16,78
2017-03-17,76
2017-03-18,62
2017-03-19,61
2017-03-20,59
2017-03-21,66
2017-03-22,73
2017-03-23,73
2017-03-24,59
2017-03-25,66
2017-03-26,58
2017-03-27,75
2017-03-28,86
2017-03-29,73
2017-03-30,70
2017-03-31,68
2017-04-01,81
2017-04-02,85
2017-04-03,66
2017-04-04,69
2017-04-05,85
2017-04-06,58
2017-04-07,69
2017-04-08,60
2017-04-09,77
2017-04-10,63
2017-04-11,74
2017-04-12,72
2017-04-13,57
2017-04-14,79
2017-04-15,64
2017-04-16,52
2017-04-17,61
2017-04-18,69
2017-04-19,67
2017-04-20,83
2017-04-21,63
2017-04-22,61
2017-04-23,79
2017-04-24,50
2017-04-25,61
2017-04-26,68
2017-04-27,70
2017-04-28,63
2017-04-29,73
2017-04-30,56
2017-05-01,55
2017-05-02,80
2017-05-03,78
2017-05-04,68
2017-05-05,58
2017-05-06,49
2017-05-07,62
2017-05-08,67
2017-05-09,59
2017-05-10,51
2017-05-11,65
2017-05-12,61
2017-05-13,65
2017-05-14,64
2017-05-15,79
2017-05-16,64
2017-05-17,65
2017-05-18,55
2017-05-19,52
2017-05-20,55
2017-05-21,57
2017-05-22,56
2017-05-23,50
2017-05-24,72
2017-05-25,73
2017-05-26,54
2017-05-27,71
2017-05-28,66
2017-05-29,79
2017-05-30,62
2017-05-31,65
2017-06-01,65
2017-06-02,58
2017-06-03,68
2017-06-04,64
2017-06-05,73
2017-06-06,65
2017-06-07,61
2017-06-08,49
2017-06-09,60
2017-06-10,57
2017-06-11,49
2017-06-12,57
2017-06-13,77
2017-06-14,60
2017-06-15,66
2017-06-16,67
2017-06-17,59
2017-06-18,51
2017-06-19,50
2017-06-20,48
2017-06-21,60
2017-06-22,57
2017-06-23,53
2017-06-24,63
2017-06-25,72
2017-06-26,62
2017-06-27,69
2017-06-28,58
2017-06-29,60
2017-06-30,45
2017-07-01,47
2017-07-02,66
2017-07-03,70
2017-07-04,68
2017-07-05,56
2017-07-06,60
2017-07-07,60
2017-07-08,61
2017-07-09,62
2017-07-10,57
2017-07-11,65
2017-07-12,72
2017-07-13,62
2017-07-14,60
2017-07-15,59
2017-07-16,51
2017-07-17,63
2017-07-18,62
2017-07-19,59
2017-07-20,76
2017-07-21,69
2017-07-22,57
2017-07-23,69
2017-07-24,64
2017-07-25,50
2017-07-26,56
2017-07-27,53
2017-07-28,68
2017-07-29,66
2017-07-30,60
2017-07-31,50
2017-08-01,45
2017-08-02,66
2017-08-03,69
2017-08-04,76
2017-08-05,75
2017-08-06,74
2017-08-07,70
2017-08-08,77
2017-08-09,86
2017-08-10,73
2017-08-11,62
2017-08-12,73
2017-08-13,50
2017-08-14,49
2017-08-15,71
2017-08-16,57
2017-08-17,54
2017-08-18,64
2017-08-19,55
2017-08-20,48
2017-08-21,54
2017-08-22,69
2017-08-23,70
2017-08-24,50
2017-08-25,67
2017-08-26,64
2017-08-27,59
2017-08-28,60
2017-08-29,57
2017-08-30,60
2017-08-31,56
2017-09-01,78
2017-09-02,66
2017-09-03,65
2017-09-04,39
2017-09-05,67
2017-09-06,52
2017-09-07,59
2017-09-08,61
2017-09-09,52
2017-09-10,50
2017-09-11,73
2017-09-12,49
2017-09-13,52
2017-09-14,65
2017-09-15,69
2017-09-16,57
2017-09-17,46
2017-09-18,52
2017-09-19,52
2017-09-20,60
2017-09-21,70
2017-09-22,62
2017-09-23,51
2017-09-24,55
2017-09-25,69
2017-09-26,67
2017-09-27,66
2017-09-28,66
2017-09-29,70
2017-09-30,61
2017-10-01,54
2017-10-02,64
2017-10-03,59
2017-10-04,52
2017-10-05,58
2017-10-06,79
2017-10-07,62
2017-10-08,68
2017-10-09,66
2017-10-10,57
2017-10-11,45
2017-10-12,70
2017-10-13,68
2017-10-14,70
2017-10-15,74
2017-10-16,59
2017-10-17,62
2017-10-18,61
2017-10-19,66
2017-10-20,76
2017-10-21,60
2017-10-22,78
2017-10-23,46
2017-10-24,64
2017-10-25,62
2017-10-26,58
2017-10-27,60
2017-10-28,60
2017-10-29,57
2017-10-30,71
2017-10-31,75
2017-11-01,61
2017-11-02,71
2017-11-03,76
2017-11-04,72
2017-11-05,61
2017-11-06,77
2017-11-07,50
2017-11-08,59
2017-11-09,64
2017-11-10,61
2017-11-11,65
2017-11-12,67
2017-11-13,77
2017-11-14,68
2017-11-15,64
2017-11-16,59
2017-11-17,69
2017-11-18,57
2017-11-19,65
2017-11-20,65
2017-11-21,58
2017-11-22,74
2017-11-23,81
2017-11-24,63
2017-11-25,57
2017-11-26,59
2017-11-27,70
2017-11-28,66
2017-11-29,67
2017-11-30,71
2017-12-01,76
2017-12-02,66
2017-12-03,59
2017-12-04,68
2017-12-05,69
2017-12-06,80
2017-12-07,76
2017-12-08,72
2017-12-09,70
2017-12-10,81
2017-12-11,78
2017-12-12,85
2017-12-13,76
2017-12-14,73
2017-12-15,71
2017-12-16,69
2017-12-17,76
2017-12-18,66
2017-12-19,71
2017-12-20,82
2017-12-21,67
2017-12-22,65
2017-12-23,77
2017-12-24,71
2017-12-25,92
2017-12-26,89
2017-12-27,96
2017-12-28,73
2017-12-29,83
2017-12-30,70
2017-12-31,79
2018-01-01,84
2018-01-02,88
2018-01-03,100
2018-01-04,67
2018-01-05,84
2018-01-06,89
2018-01-07,79
2018-01-08,102
2018-01-09,73
2018-01-10,84
2018-01-11,86
2018-01-12,65
2018-01-13,70
2018-01-14,81
2018-01-15,87
2018-01-16,96
2018-01-17,87
2018-01-18,87
2018-01-19,99
2018-01-20,85
2018-01-21,102
2018-01-22,94
2018-01-23,86
2018-01-24,94
2018-01-25,78
2018-01-26,84
2018-01-27,85
2018-01-28,63
2018-01-29,72
2018-01-30,83
2018-01-31,80
2018-02-01,86
2018-02-02,77
2018-02-03,82
2018-02-04,71
2018-02-05,75
2018-02-06,79
2018-02-07,83
2018-02-08,77
2018-02-09,98
2018-02-10,73
2018-02-11,90
2018-02-12,109
2018-02-13,71
2018-02-14,68
2018-02-15,80
2018-02-16,68
2018-02-17,83
2018-02-18,65
2018-02-19,88
2018-02-20,87
2018-02-21,81
2018-02-22,80
2018-02-23,87
2018-02-24,85
2018-02-25,80
2018-02-26,87
2018-02-27,76
2018-02-28,96
2018-03-01,75
2018-03-02,100
2018-03-03,94
2018-03-04,82
2018-03-05,102
2018-03-06,93
2018-03-07,77
2018-03-08,87
2018-03-09,91
2018-03-10,87
2018-03-11,79
2018-03-12,88
2018-03-13,98
2018-03-14,75
2018-03-15,69
2018-03-16,68
2018-03-17,68
2018-03-18,58
2018-03-19,64
2018-03-20,53
2018-03-21,77
2018-03-22,77
2018-03-23,59
2018-03-24,74
2018-03-25,69
2018-03-26,67
2018-03-27,72
2018-03-28,69
2018-03-29,76
2018-03-30,88
2018-03-31,79
2018-04-01,76
2018-04-02,78
2018-04-03,75
2018-04-04,67
2018-04-05,83
2018-04-06,70
2018-04-07,71
2018-04-08,65
2018-04-09,55
2018-04-10,67
2018-04-11,71
2018-04-12,61
2018-04-13,60
2018-04-14,66
2018-04-15,75
2018-04-16,61
2018-04-17,65
2018-04-18,71
2018-04-19,61
2018-04-20,82
2018-04-21,64
2018-04-22,63
2018-04-23,68
2018-04-24,66
2018-04-25,73
2018-04-26,84
2018-04-27,57
2018-04-28,71
2018-04-29,55
2018-04-30,71
2018-05-01,59
2018-05-02,64
2018-05-03,62
2018-05-04,54
2018-05-05,54
2018-05-06,65
2018-05-07,67
2018-05-08,67
2018-05-09,70
2018-05-10,65
2018-05-11,48
2018-05-12,77
2018-05-13,64
2018-05-14,50
2018-05-15,65
2018-05-16,68
2018-05-17,73
2018-05-18,64
2018-05-19,65
2018-05-20,52
2018-05-21,59
2018-05-22,69
2018-05-23,57
2018-05-24,41
2018-05-25,64
2018-05-26,61
2018-05-27,63
2018-05-28,66
2018-05-29,56
2018-05-30,57
2018-05-31,82
2018-06-01,78
2018-06-02,63
2018-06-03,66
2018-06-04,59
2018-06-05,59
2018-06-06,64
2018-06-07,47
2018-06-08,53
2018-06-09,63
2018-06-10,67
2018-06-11,63
2018-06-12,64
2018-06-13,59
2018-06-14,74
2018-06-15,57
2018-06-16,74
2018-06-17,59
2018-06-18,76
2018-06-19,61
2018-06-20,67
2018-06-21,58
2018-06-22,71
2018-06-23,55
2018-06-24,53
2018-06-25,57
2018-06-26,52
2018-06-27,59
2018-06-28,52
2018-06-29,69
2018-06-30,62
2018-07-01,51
2018-07-02,59
2018-07-03,67
2018-07-04,63
2018-07-05,56
2018-07-06,73
2018-07-07,66
2018-07-08,56
2018-07-09,66
2018-07-10,66
2018-07-11,72
2018-07-12,55
2018-07-13,51
2018-07-14,67
2018-07-15,64
2018-07-16,71
2018-07-17,66
2018-07-18,63
2018-07-19,56
2018-07-20,63
2018-07-21,59
2018-07-22,49
2018-07-23,39
2018-07-24,55
2018-07-25,45
2018-07-26,77
2018-07-27,52
2018-07-28,60
2018-07-29,67
2018-07-30,78
2018-07-31,68
2018-08-01,66
2018-08-02,65
2018-08-03,70
2018-08-04,79
2018-08-05,71
2018-08-06,81
2018-08-07,63
2018-08-08,74
2018-08-09,65
2018-08-10,67
2018-08-11,68
2018-08-12,69
2018-08-13,69
2018-08-14,75
2018-08-15,55
2018-08-16,64
2018-08-17,48
2018-08-18,75
2018-08-19,58
2018-08-20,62
2018-08-21,61
2018-08-22,59
2018-08-23,72
2018-08-24,65
2018-08-25,58
2018-08-26,59
2018-08-27,69
2018-08-28,63
2018-08-29,54
2018-08-30,71
2018-08-31,72
2018-09-01,63
2018-09-02,66
2018-09-03,64
2018-09-04,60
2018-09-05,58
2018-09-06,66
2018-09-07,54
2018-09-08,75
2018-09-09,47
2018-09-10,68
2018-09-11,64
2018-09-12,54
2018-09-13,57
2018-09-14,63
2018-09-15,63
2018-09-16,67
2018-09-17,69
2018-09-18,57
2018-09-19,79
2018-09-20,65
2018-09-21,67
2018-09-22,66
2018-09-23,61
2018-09-24,50
2018-09-25,57
2018-09-26,59
2018-09-27,58
2018-09-28,65
2018-09-29,81
2018-09-30,60
2018-10-01,62
2018-10-02,65
2018-10-03,45
2018-10-04,57
2018-10-05,67
2018-10-06,55
2018-10-07,58
2018-10-08,68
2018-10-09,65
2018-10-10,67
2018-10-11,74
2018-10-12,61
2018-10-13,62
2018-10-14,46
2018-10-15,68
2018-10-16,77
2018-10-17,75
2018-10-18,57
2018-10-19,68
2018-10-20,62
2018-10-21,65
2018-10-22,55
2018-10-23,66
2018-10-24,67
2018-10-25,70
2018-10-26,68
2018-10-27,65
2018-10-28,74
2018-10-29,81
2018-10-30,62
2018-10-31,73
2018-11-01,47
2018-11-02,66
2018-11-03,64
2018-11-04,48
2018-11-05,60
2018-11-06,70
2018-11-07,75
2018-11-08,55
2018-11-09,59
2018-11-10,52
2018-11-11,61
2018-11-12,67
2018-11-13,66
2018-11-14,75
2018-11-15,65
2018-11-16,52
2018-11-17,71
2018-11-18,53
2018-11-19,71
2018-11-20,62
2018-11-21,56
2018-11-22,64
2018-11-23,64
2018-11-24,73
2018-11-25,67
2018-11-26,62
2018-11-27,55
2018-11-28,65
2018-11-29,72
2018-11-30,55
2018-12-01,72
2018-12-02,66
2018-12-03,70
2018-12-04,64
2018-12-05,64
2018-12-06,62
2018-12-07,64
2018-12-08,65
2018-12-09,70
2018-12-10,81
2018-12-11,76
2018-12-12,69
2018-12-13,64
2018-12-14,80
2018-12-15,73
2018-12-16,75
2018-12-17,68
2018-12-18,72
2018-12-19,70
2018-12-20,73
2018-12-21,80
2018-12-22,77
2018-12-23,75
2018-12-24,82
2018-12-25,76
2018-12-26,80
2018-12-27,53
2018-12-28,75
2018-12-29,73
2018-12-30,76
2018-12-31,77
2019-01-01,64
2019-01-02,77
2019-01-03,66
2019-01-04,78
2019-01-05,73
2019-01-06,76
2019-01-07,78
2019-01-08,79
2019-01-09,84
2019-01-10,77
2019-01-11,91
2019-01-12,75
2019-01-13,74
2019-01-14,73
2019-01-15,96
2019-01-16,90
2019-01-17,80
2019-01-18,72
2019-01-19,84
2019-01-20,83
2019-01-21,80
2019-01-22,78
2019-01-23,89
2019-01-24,77
2019-01-25,96
2019-01-26,75
2019-01-27,78
2019-01-28,89
2019-01-29,85
2019-01-30,94
2019-01-31,79
2019-02-01,98
2019-02-02,102
2019-02-03,85
2019-02-04,68
2019-02-05,88
2019-02-06,77
2019-02-07,81
2019-02-08,82
2019-02-09,80
2019-02-10,76
2019-02-11,82
2019-02-12,75
2019-02-13,73
2019-02-14,81
2019-02-15,68
2019-02-16,69
2019-02-17,90
2019-02-18,95
2019-02-19,89
2019-02-20,68
2019-02-21,82
2019-02-22,72
2019-02-23,81
2019-02-24,69
2019-02-25,80
2019-02-26,73
2019-02-27,77
2019-02-28,80
2019-03-01,89
2019-03-02,73
2019-03-03,68
2019-03-04,70
2019-03-05,82
2019-03-06,61
2019-03-07,65
2019-03-08,78
2019-03-09,61
2019-03-10,82
2019-03-11,74
2019-03-12,77
2019-03-13,67
2019-03-14,85
2019-03-15,64
2019-03-16,89
2019-03-17,70
2019-03-18,83
2019-03-19,59
2019-03-20,60
2019-03-21,74
2019-03-22,75
2019-03-23,52
2019-03-24,75
2019-03-25,86
2019-03-26,75
2019-03-27,77
2019-03-28,67
2019-03-29,64
2019-03-30,49
2019-03-31,58
2019-04-01,61
2019-04-02,63
